SourceTitle	TargetTitle	Length	Ratio	SourcePlace	TargetPlace	SourceText	TargetText
radcliffe_udolpho_8_g	radcliffe_udolpho_18_g	30	0.9333333333333333	23704	31477	 a remote part of the aisle, s	 a remote part of the castle, 
radcliffe_udolpho_8_g	radcliffe_udolpho_18_g	33	0.9090909090909091	25209	5928	 country, through which she passe	 country, through which she trave
radcliffe_udolpho_8_g	radcliffe_udolpho_18_g	30	0.9	28576	664	. 'Dear ma'amselle!' said Ther	. 'Dear ma'amselle!' said Anne
radcliffe_udolpho_8_g	radcliffe_udolpho_18_g	30	0.9666666666666667	33893	48683	 she almost fancied she saw hi	 she almost fancied she saw sh
radcliffe_udolpho_8_g	radcliffe_udolpho_18_g	30	0.9	34024	30939	 a certain degree of awe, whic	 a certain degree of awe, exci
radcliffe_udolpho_8_g	radcliffe_udolpho_18_g	35	0.9142857142857143	35336	34696	 the present tone of her spirits, w	 the present state of her spirits, 
radcliffe_udolpho_8_g	radcliffe_udolpho_18_g	33	0.9090909090909091	35336	45835	 the present tone of her spirits,	 the present state of her spirits
radcliffe_udolpho_8_g	radcliffe_udolpho_18_g	30	0.9	39800	11996	hat hung upon the opposite wal	hat hung upon the opposite ste
radcliffe_udolpho_8_g	radcliffe_udolpho_13_g	30	0.9	3540	41298	e strange circumstances, relat	e strange circumstances, that 
radcliffe_udolpho_8_g	radcliffe_udolpho_13_g	32	0.96875	4620	52135	 fainter and fainter, till they 	 fainter and fainter, till the m
radcliffe_udolpho_8_g	radcliffe_udolpho_13_g	32	0.9375	4967	36742	n the following morning, she was	n the following morning, she sho
radcliffe_udolpho_8_g	radcliffe_udolpho_13_g	32	0.9375	5255	11181	 in the present state of her spi	 in the present state of her min
radcliffe_udolpho_8_g	radcliffe_udolpho_13_g	35	0.9428571428571428	23899	29008	er apprehensive of being observed, 	er apprehension of being observed, 
radcliffe_udolpho_8_g	radcliffe_udolpho_13_g	30	0.9333333333333333	25667	36740	 on the following morning, ent	 on the following morning, she
radcliffe_udolpho_8_g	radcliffe_udolpho_13_g	35	0.9428571428571428	28620	41907	d, and looked as if she would have 	d, and looked as if he could have s
radcliffe_udolpho_8_g	radcliffe_udolpho_13_g	30	0.9333333333333333	29973	52033	he moved slowly towards the do	he moved slowly towards the ch
radcliffe_udolpho_8_g	radcliffe_udolpho_13_g	35	0.9142857142857143	33861	46510	 so distinctly to her mind, that sh	 so distinctly to her mind, at this
radcliffe_udolpho_8_g	austen_northangerabbey_26_g	35	0.9142857142857143	19417	12774	 was sufficiently recovered to unde	 was sufficiently recovered to thin
radcliffe_udolpho_8_g	radcliffe_udolpho_3_g	33	0.9393939393939394	8698	10164	 he had mistaken the road. He now	 he had mistaken the road. Here w
radcliffe_udolpho_8_g	walpole_castleofotranto_1_g	30	0.9333333333333333	3537	5247	 the strange circumstances, re	 the strange circumstances she
radcliffe_udolpho_8_g	walpole_castleofotranto_1_g	30	0.9333333333333333	22389	21054	 the foot of the stair-case, w	 the foot of the staircase, an
radcliffe_udolpho_8_g	walpole_castleofotranto_1_g	30	0.9	36671	32791	d. The circumstances of the ho	d. The circumstances of his fo
radcliffe_udolpho_8_g	austen_northangerabbey_1_g	30	0.9333333333333333	16748	4495	 time was so much occupied by 	 time was so much occupied in 
radcliffe_udolpho_8_g	radcliffe_udolpho_48_g	31	0.967741935483871	4964	7442	. On the following morning, she	. On the following morning, ser
radcliffe_udolpho_8_g	radcliffe_udolpho_48_g	30	0.9	5258	8509	 the present state of her spir	 the present state of her mind
radcliffe_udolpho_8_g	radcliffe_udolpho_48_g	31	0.9032258064516129	7679	13392	 scene of your former happiness	 scene of her former happiness,
radcliffe_udolpho_8_g	radcliffe_udolpho_48_g	30	0.9	19421	23085	 sufficiently recovered to und	 sufficiently recovered, to li
radcliffe_udolpho_8_g	radcliffe_udolpho_48_g	33	0.9393939393939394	19508	27003	 her departure, she went to the c	 her departure, she went to take 
radcliffe_udolpho_8_g	radcliffe_udolpho_48_g	30	0.9333333333333333	23324	14302	 the circumstances of her fath	 the circumstances of her part
radcliffe_udolpho_8_g	radcliffe_udolpho_48_g	30	0.9	25669	7445	n the following morning, enter	n the following morning, serio
radcliffe_udolpho_8_g	radcliffe_udolpho_48_g	38	0.9210526315789473	28195	1991	, and she continued to weep, till the 	, and she continued to weep, till an a
radcliffe_udolpho_8_g	radcliffe_udolpho_48_g	30	0.9666666666666667	30619	5821	ed upon the garden, and where 	ed upon the garden, and here n
radcliffe_udolpho_8_g	radcliffe_udolpho_48_g	36	0.9166666666666666	34399	26983	n the evening before his departure f	n the evening before her departure, 
radcliffe_udolpho_8_g	radcliffe_udolpho_48_g	33	0.9090909090909091	35093	10072	, on the night preceding his deat	, on the night preceding her depa
radcliffe_udolpho_8_g	radcliffe_udolpho_48_g	31	0.9354838709677419	37833	1022	 overcome by these recollection	 overcome by the recollection o
radcliffe_udolpho_8_g	radcliffe_udolpho_48_g	32	0.9375	37835	6495	vercome by these recollections, 	vercome by the recollections, wh
radcliffe_udolpho_8_g	radcliffe_udolpho_48_g	30	0.9	37917	9629	on the wall of the terrace, sh	on the wall of the terrace. It
radcliffe_udolpho_8_g	shelley_frankenstein_40_g	35	0.9142857142857143	33613	1121	 the solemnity of her feelings on e	 the solemnity of her feelings, exq
radcliffe_udolpho_8_g	radcliffe_udolpho_22_g	30	0.9333333333333333	4798	36269	s, and, in the next moment, si	s, and, in the next moment, th
radcliffe_udolpho_8_g	radcliffe_udolpho_22_g	30	0.9	4967	16119	n the following morning, she w	n the following morning, as Em
radcliffe_udolpho_8_g	radcliffe_udolpho_22_g	36	0.9722222222222222	12862	26051	r, without receiving an answer, he l	r, without receiving an answer, she 
radcliffe_udolpho_8_g	radcliffe_udolpho_22_g	30	0.9	22631	24732	, and, in the next moment, ash	, and, in the next moment, tol
radcliffe_udolpho_8_g	radcliffe_udolpho_22_g	30	0.9333333333333333	22631	36270	, and, in the next moment, ash	, and, in the next moment, the
radcliffe_udolpho_8_g	radcliffe_udolpho_22_g	30	0.9	25667	16117	 on the following morning, ent	 on the following morning, as 
radcliffe_udolpho_8_g	radcliffe_udolpho_22_g	30	0.9333333333333333	28626	19653	 looked as if she would have o	 looked as if they would have 
radcliffe_udolpho_8_g	radcliffe_udolpho_22_g	33	0.9090909090909091	31598	27338	 handkerchief from her face, and 	 handkerchief to her face, and, n
radcliffe_udolpho_8_g	radcliffe_udolpho_22_g	34	0.9411764705882353	33966	3398	 of a distempered imagination, tho	 of a distempered imagination, or 
radcliffe_udolpho_8_g	doyle_scarlet_2_d	30	0.9	25667	562	 on the following morning, ent	 on the following morning Sher
radcliffe_udolpho_8_g	radcliffe_udolpho_4_g	35	0.9142857142857143	6304	33276	er eyes were filled with tears, and	er eyes were filled with tears of a
radcliffe_udolpho_8_g	radcliffe_udolpho_4_g	30	0.9333333333333333	33537	12639	 the foliage of the trees near	 the foliage of the trees, lea
radcliffe_udolpho_8_g	shelley_frankenstein_49_g	31	0.9032258064516129	25778	7400	 in the neighbourhood of La Val	 in the neighbourhood of man, a
radcliffe_udolpho_8_g	collins_hauntedhotel_11_u	30	0.9	31422	5165	 her handkerchief, and waved h	 her handkerchief, and passed 
radcliffe_udolpho_8_g	lewis_monk_10_g	32	0.9375	13011	28235	e opened the door, and found Emi	e opened the door, and found him
radcliffe_udolpho_8_g	lewis_monk_10_g	35	0.9142857142857143	19417	59133	 was sufficiently recovered to unde	 was sufficiently recovered to acce
radcliffe_udolpho_8_g	lewis_monk_10_g	30	0.9333333333333333	35096	16768	n the night preceding his deat	n the night preceding this exa
radcliffe_udolpho_8_g	lewis_monk_10_g	30	0.9	39928	6938	, on which her eyes were settl	, on which her eyes were const
radcliffe_udolpho_8_g	austen_northangerabbey_4_g	40	0.925	35029	7421	 conversation, which had passed between 	 conversations, which had passed twenty 
radcliffe_udolpho_8_g	lewis_monk_7_g	30	0.9	22389	30309	 the foot of the stair-case, w	 the foot of the Staircase, an
radcliffe_udolpho_8_g	radcliffe_udolpho_10_g	30	0.9	7783	21937	 to restore your spirits. But 	 to restore your spirits. I di
radcliffe_udolpho_8_g	radcliffe_udolpho_10_g	38	0.9736842105263158	14965	16474	 her. In a few moments she recovered; 	 her. In a few moments, she recovered 
radcliffe_udolpho_8_g	radcliffe_udolpho_10_g	34	0.9705882352941176	18506	23717	ions, she could not resolve to shu	ions, she could not resolve to hum
radcliffe_udolpho_8_g	radcliffe_udolpho_10_g	32	0.90625	23140	6963	 on the preceding evening, and, 	 on the preceding evening had pr
radcliffe_udolpho_8_g	radcliffe_udolpho_10_g	30	0.9	30619	34258	ed upon the garden, and where 	ed upon the garden, and then a
radcliffe_udolpho_8_g	radcliffe_udolpho_10_g	34	0.9411764705882353	35094	5869	 on the night preceding his death.	 on the night preceding his depart
radcliffe_udolpho_8_g	radcliffe_udolpho_10_g	31	0.9032258064516129	35252	33657	 she thought she perceived some	 she thought she perceived a pe
radcliffe_udolpho_8_g	radcliffe_udolpho_10_g	30	0.9666666666666667	37916	8213	 on the wall of the terrace, s	 on the wall of the terrace, w
radcliffe_udolpho_8_g	radcliffe_udolpho_10_g	30	0.9666666666666667	37916	10378	 on the wall of the terrace, s	 on the wall of the terrace, f
radcliffe_udolpho_8_g	doyle_signoffour_5_d	31	0.967741935483871	12864	8859	 without receiving an answer, h	 without receiving any answer, 
radcliffe_udolpho_8_g	doyle_signoffour_5_d	30	0.9666666666666667	20210	1004	 with the mellow light of the 	 with the yellow light of the 
radcliffe_udolpho_8_g	lewis_monk_5_g	31	0.9032258064516129	19421	29012	 sufficiently recovered to unde	 sufficiently recovered to join
radcliffe_udolpho_8_g	lewis_monk_5_g	34	0.9705882352941176	31407	39653	d her face with her handkerchief, 	d her face with her handkerchief. 
radcliffe_udolpho_8_g	lewis_monk_5_g	31	0.9032258064516129	35029	47708	 conversation, which had passed	 conversation which had past be
radcliffe_udolpho_8_g	lewis_monk_6_g	30	0.9333333333333333	6302	2294	 her eyes were filled with tea	 her eyes were filled with a d
radcliffe_udolpho_8_g	lewis_monk_6_g	30	0.9	36703	39311	 brought to her recollection s	 brought to his recollection h
radcliffe_udolpho_8_g	doyle_adventures_9_d	31	0.9032258064516129	21701	26118	 narrow winding stair-case, tha	 narrow winding staircases, and
radcliffe_udolpho_8_g	radcliffe_udolpho_12_g	39	0.9487179487179487	4964	11838	. On the following morning, she was vis	. On the following morning, she was sum
radcliffe_udolpho_8_g	radcliffe_udolpho_12_g	32	0.9375	4964	45270	. On the following morning, she 	. On the following morning, as E
radcliffe_udolpho_8_g	radcliffe_udolpho_12_g	30	0.9	12380	11761	 hour arrived, in which the re	 hour arrived, in which she co
radcliffe_udolpho_8_g	radcliffe_udolpho_12_g	30	0.9	14939	37341	e person who stood next to her	e person who sat next to her, 
radcliffe_udolpho_8_g	radcliffe_udolpho_12_g	36	0.9166666666666666	19417	49691	 was sufficiently recovered to under	 was sufficiently recovered to hear 
radcliffe_udolpho_8_g	radcliffe_udolpho_12_g	32	0.90625	23140	46826	 on the preceding evening, and, 	 on the preceding evening, what 
radcliffe_udolpho_8_g	radcliffe_udolpho_12_g	32	0.90625	35094	3114	 on the night preceding his deat	 on the night preceding her depa
radcliffe_udolpho_8_g	radcliffe_udolpho_12_g	30	0.9	36343	17550	, she walked into the garden, 	, she walked in the garden; tr
radcliffe_udolpho_8_g	collins_hauntedhotel_25_u	33	0.9393939393939394	5254	3715	, in the present state of her spi	, in the present state of her min
radcliffe_udolpho_8_g	radcliffe_udolpho_27_g	35	0.9142857142857143	4480	9696	 to discover whence they came. The 	 to discover whence it came. There 
radcliffe_udolpho_8_g	radcliffe_udolpho_27_g	34	0.9705882352941176	23853	9111	 that her fancy had deceived her, 	 that her fancy had deceived her. 
radcliffe_udolpho_8_g	radcliffe_udolpho_14_g	30	0.9	6990	5502	 without interruption, and wat	 without interruption, and sin
radcliffe_udolpho_8_g	radcliffe_udolpho_14_g	33	0.9090909090909091	7369	19582	 added a hope, that she would pas	 added a hope, that she should so
radcliffe_udolpho_8_g	radcliffe_udolpho_14_g	30	0.9	23324	20819	 the circumstances of her fath	 the circumstances of her depa
radcliffe_udolpho_8_g	radcliffe_udolpho_14_g	61	0.9016393442622951	24448	5618	 more tranquil and resigned, than it had been since St. Auber	 more tranquil and resigned, than it had been since the marri
radcliffe_udolpho_8_g	radcliffe_udolpho_14_g	30	0.9	25667	19288	 on the following morning, ent	 on the following morning; and
radcliffe_udolpho_8_g	radcliffe_udolpho_14_g	31	0.9032258064516129	25778	1947	 in the neighbourhood of La Val	 in the neighbourhood of Valanc
radcliffe_udolpho_8_g	radcliffe_udolpho_14_g	30	0.9	26584	15489	 peeping from among the cedars	 peeping from among the dark g
radcliffe_udolpho_8_g	radcliffe_udolpho_14_g	34	0.9117647058823529	36703	6207	 brought to her recollection some 	 brought to her recollection the p
radcliffe_udolpho_8_g	radcliffe_udolpho_14_g	30	0.9	39622	3095	 she perceived that it was not	 she perceived that it was Val
radcliffe_udolpho_8_g	radcliffe_udolpho_49_g	30	0.9	4965	268	 On the following morning, she	 On the following morning, Emi
radcliffe_udolpho_8_g	radcliffe_udolpho_49_g	32	0.9375	4967	1697	n the following morning, she was	n the following morning, she tra
radcliffe_udolpho_8_g	radcliffe_udolpho_49_g	34	0.9117647058823529	25666	1694	, on the following morning, entere	, on the following morning, she tr
radcliffe_udolpho_8_g	radcliffe_udolpho_49_g	30	0.9666666666666667	27765	2073	This, too, was his favourite h	This, too, was his favourite s
radcliffe_udolpho_8_g	radcliffe_udolpho_49_g	51	0.9019607843137255	36355	6966	 into the garden, and down to the terrace, that ove	 into the garden, and down to the terrace, and sit 
radcliffe_udolpho_8_g	radcliffe_udolpho_41_g	36	0.9166666666666666	13662	17877	ed in the church of the convent of S	ed in the church of the convent, at 
radcliffe_udolpho_8_g	radcliffe_udolpho_41_g	30	0.9333333333333333	23342	10695	 of her father's death; and, a	 of her father's death, and, w
radcliffe_udolpho_8_g	collins_hauntedhotel_10_u	30	0.9	33460	8639	he opened the door of the libr	he opened the door of the cab,
radcliffe_udolpho_8_g	radcliffe_udolpho_47_g	30	0.9	2200	216	 knocked at the door, and entr	 knocked at the door, and it w
radcliffe_udolpho_8_g	radcliffe_udolpho_47_g	30	0.9	15527	3070	 at the convent; and Emily, wh	 at the convent, and Emily was
radcliffe_udolpho_8_g	collins_moonstone_66_d	31	0.9032258064516129	25774	16938	ains in the neighbourhood of La	ains in the neighbourhood. You 
radcliffe_udolpho_8_g	christie_secretadversary_10_d	30	0.9333333333333333	12895	5132	e listened attentively, but al	e listened attentively, but th
radcliffe_udolpho_8_g	radcliffe_udolpho_54_g	41	0.9024390243902439	4964	23566	. On the following morning, she was visit	. On the following morning, she was too m
radcliffe_udolpho_8_g	radcliffe_udolpho_54_g	30	0.9	23140	23860	 on the preceding evening, and	 on the preceding evening, imm
radcliffe_udolpho_8_g	radcliffe_udolpho_54_g	46	0.9565217391304348	34240	8387	. It was some moments before she recovered cou	. It was some moments before she recovered suf
radcliffe_udolpho_8_g	radcliffe_udolpho_54_g	43	0.9069767441860465	35256	10657	 thought she perceived something move. The 	 thought she perceived something more than 
radcliffe_udolpho_8_g	radcliffe_udolpho_54_g	34	0.9117647058823529	36703	3160	 brought to her recollection some 	 brought to her recollection the d
radcliffe_udolpho_8_g	christie_secretadversary_15_d	30	0.9	1338	9629	 frame. For a moment she turne	 frame. For a moment she strug
radcliffe_udolpho_8_g	doyle_baskervilles_15_u	42	0.9523809523809523	34397	7751	 on the evening before his departure from 	 on the evening before his departure for L
radcliffe_udolpho_8_g	austen_northangerabbey_17_g	31	0.9354838709677419	36672	4779	. The circumstances of the hour	. The circumstances of the morn
radcliffe_udolpho_8_g	radcliffe_udolpho_35_g	30	0.9	35029	7351	 conversation, which had passe	 conversation, which was passi
radcliffe_udolpho_8_g	radcliffe_udolpho_35_g	46	0.9130434782608695	35252	21996	 she thought she perceived something move. The	 she thought she perceived something moving be
shelley_frankenstein_35_g	radcliffe_udolpho_53_g	31	0.9032258064516129	1868	1082	 her countenance expressed affe	 her countenance expressed more
shelley_frankenstein_35_g	shelley_frankenstein_50_g	31	0.9354838709677419	5083	9236	. I threw myself into the chais	. I threw myself into the carri
shelley_frankenstein_35_g	shelley_frankenstein_50_g	34	0.9117647058823529	5114	9269	e that was to convey me away and i	e that was to convey me away, hard
shelley_frankenstein_35_g	doyle_adventures_8_d	32	0.90625	10885	15319	 which I shall never forget: “Th	 which I shall never forget, 'Oh
shelley_frankenstein_35_g	shelley_frankenstein_33_g	30	0.9	10623	46	 of the most distinguished dis	 of the most distinguished of 
shelley_frankenstein_35_g	christie_secretadversary_7_d	31	0.9032258064516129	10192	2624	 about fifty years of age, but 	 about fifty years of age, his 
shelley_frankenstein_35_g	radcliffe_udolpho_11_g	30	0.9	4824	261	 the carriage which was to con	 the carriage, which was to ta
shelley_frankenstein_35_g	doyle_signoffour_12_d	30	0.9	9093	20044	s very different when the mast	s very different when there is
shelley_frankenstein_35_g	shelley_frankenstein_38_g	30	0.9	3111	5148	 departure for Ingolstadt, whi	 departure for Ingolstadt, Jus
shelley_frankenstein_35_g	shelley_frankenstein_39_g	30	0.9	3110	13438	y departure for Ingolstadt, wh	y departure for Ingolstadt. Be
shelley_frankenstein_35_g	stoker_dracula_13_g	34	0.9117647058823529	9501	31635	uring the first two or three days 	uring the past two or three days s
shelley_frankenstein_35_g	radcliffe_udolpho_38_g	30	0.9	10693	39989	 the present state of the scie	 the present state of her spir
shelley_frankenstein_35_g	shelley_frankenstein_30_g	32	0.90625	9593	1692	 becoming acquainted with the lo	 becoming acquainted with more l
shelley_frankenstein_35_g	lewis_monk_3_g	30	0.9666666666666667	7119	45683	 replied in the affirmative. “	 replied in the affirmative. '
shelley_frankenstein_35_g	radcliffe_udolpho_24_g	31	0.967741935483871	6785	6747	 several questions concerning m	 several questions, concerning 
shelley_frankenstein_35_g	radcliffe_udolpho_7_g	32	0.90625	4090	3472	 endeavoured to persuade his fat	 endeavoured to persuade him to 
shelley_frankenstein_35_g	shelley_frankenstein_34_g	34	0.9411764705882353	7631	11041	 Albertus Magnus and Paracelsus. M	 Albertus Magnus, and Paracelsus, 
shelley_frankenstein_35_g	shelley_frankenstein_34_g	30	0.9333333333333333	7796	7590	 of natural philosophy which h	 of natural philosophy with wh
shelley_frankenstein_35_g	shelley_frankenstein_34_g	37	0.918918918918919	14329	7583	 branch of natural philosophy in whic	 branch of natural philosophy with wh
shelley_frankenstein_35_g	shelley_frankenstein_34_g	32	0.96875	14785	7583	 branch of natural philosophy, i	 branch of natural philosophy wi
shelley_frankenstein_35_g	austen_northangerabbey_15_g	31	0.9032258064516129	4090	6197	 endeavoured to persuade his fa	 endeavoured to persuade her, a
shelley_frankenstein_35_g	radcliffe_udolpho_23_g	30	0.9	10693	23774	 the present state of the scie	 the present state of her spir
shelley_frankenstein_35_g	radcliffe_udolpho_55_g	33	0.9090909090909091	424	2137	 the first misfortune of my life 	 the first misfortune of her life
shelley_frankenstein_35_g	radcliffe_udolpho_55_g	30	0.9	10623	3892	 of the most distinguished dis	 of the most distinguished nob
shelley_frankenstein_35_g	radcliffe_udolpho_6_g	32	0.96875	9910	42766	 recollected what he had said of	 recollected what he had said co
shelley_frankenstein_35_g	stoker_dracula_18_g	37	0.9459459459459459	12816	27209	 there was a certain dignity in his m	 there was a certain dignity in the m
shelley_frankenstein_35_g	radcliffe_udolpho_33_g	32	0.90625	1383	33709	 hopes of future happiness were 	 hopes of future happiness with 
shelley_frankenstein_35_g	shelley_frankenstein_53_g	33	1.0	1863	6638	, and her countenance expressed a	, and her countenance expressed a
shelley_frankenstein_35_g	shelley_frankenstein_53_g	30	0.9	3110	19084	y departure for Ingolstadt, wh	y departure for Ingolstadt. I 
shelley_frankenstein_35_g	shelley_frankenstein_32_g	37	1.0	10016	13636	artly from curiosity and partly from 	artly from curiosity and partly from 
shelley_frankenstein_35_g	radcliffe_udolpho_18_g	30	0.9	2323	47876	 been extinguished and the sou	 been extinguished, and she sa
shelley_frankenstein_35_g	radcliffe_udolpho_18_g	30	0.9	10693	34696	 the present state of the scie	 the present state of her spir
shelley_frankenstein_35_g	radcliffe_udolpho_18_g	30	0.9	10693	45835	 the present state of the scie	 the present state of her spir
shelley_frankenstein_35_g	radcliffe_udolpho_13_g	30	0.9333333333333333	3490	31663	e that remained to me, and abo	e that remained to me, and tha
shelley_frankenstein_35_g	radcliffe_udolpho_48_g	32	0.90625	10690	8506	 of the present state of the sci	 of the present state of her min
shelley_frankenstein_35_g	shelley_frankenstein_51_g	36	1.0	196	320	 necessary for the completion of my 	 necessary for the completion of my 
shelley_frankenstein_35_g	shelley_frankenstein_51_g	30	0.9	6395	397	 letters of introduction and p	 letters of introduction that 
shelley_frankenstein_35_g	lewis_monk_8_g	30	0.9	185	14609	 thought it necessary for the 	 thought it necessary before I
shelley_frankenstein_35_g	lewis_monk_6_g	30	0.9	3450	41270	 was unwilling to quit the sig	 was unwilling to quit her Sis
shelley_frankenstein_35_g	doyle_adventures_9_d	30	0.9	4964	24820	 to renew her entreaties that 	 to renew her entreaties when 
shelley_frankenstein_35_g	radcliffe_udolpho_12_g	30	0.9	1868	22232	 her countenance expressed aff	 her countenance expressed ill
shelley_frankenstein_35_g	shelley_frankenstein_47_g	32	0.90625	248	7018	 should be made acquainted with 	 should become acquainted with m
shelley_frankenstein_35_g	shelley_frankenstein_47_g	35	0.9142857142857143	14420	14245	 it is on that account that I have 	 it is on that account that I feel 
shelley_frankenstein_35_g	lewis_monk_1_g	30	0.9333333333333333	181	5036	ther thought it necessary for 	ther thought it necessary to p
shelley_frankenstein_35_g	lewis_monk_1_g	33	0.9090909090909091	264	7041	acquainted with other customs tha	acquainted with our customs, that
shelley_frankenstein_35_g	collins_moonstone_66_d	35	0.9428571428571428	248	11163	 should be made acquainted with oth	 should be made acquainted with wha
shelley_frankenstein_35_g	radcliffe_udolpho_54_g	31	0.9032258064516129	3450	8180	 was unwilling to quit the sigh	 was unwilling to quit the cham
shelley_frankenstein_35_g	stoker_dracula_21_g	30	0.9333333333333333	10885	7649	 which I shall never forget: “	 which I shall never forget, a
radcliffe_udolpho_45_g	collins_moonstone_88_d	36	0.9444444444444444	22871	6512	t was the subject of conversation in	t was the subject of a conversation 
radcliffe_udolpho_45_g	collins_hauntedhotel_18_u	30	0.9	16859	3650	 opportunity of declaring the 	 opportunity of comparing the 
radcliffe_udolpho_45_g	radcliffe_udolpho_43_g	30	0.9	6037	10313	 more loudly than before, afte	 more loudly than before, till
radcliffe_udolpho_45_g	radcliffe_udolpho_43_g	30	0.9	6586	587	 the north side of the chateau	 the north side of the castle 
radcliffe_udolpho_45_g	doyle_adventures_8_d	32	0.90625	14480	49722	 the appearance, which they had 	 the appearance which she had ca
radcliffe_udolpho_45_g	doyle_adventures_8_d	32	0.9375	24457	18210	 years have passed since the Mar	 years have passed since then, a
radcliffe_udolpho_45_g	christie_secretadversary_20_d	31	0.9032258064516129	21937	1912	 to believe, that I have been u	 to believe that you have been 
radcliffe_udolpho_45_g	stoker_dracula_27_g	30	0.9	6583	30090	 on the north side of the chat	 on the north side of the comi
radcliffe_udolpho_45_g	austen_northangerabbey_10_g	38	0.9210526315789473	22326	6793	 the evening of the following day. M. 	 the evening of the following day was 
radcliffe_udolpho_45_g	radcliffe_udolpho_20_g	35	0.9142857142857143	339	28069	, on the preceding night, he was ob	, on the preceding night, she had b
radcliffe_udolpho_45_g	radcliffe_udolpho_20_g	31	0.9032258064516129	5861	38634	 retired to her apartment, and 	 retired to her apartment. In t
radcliffe_udolpho_45_g	radcliffe_udolpho_20_g	30	0.9	9646	11069	 on the preceding night, but L	 on the preceding night. But t
radcliffe_udolpho_45_g	radcliffe_udolpho_20_g	36	0.9166666666666666	24452	16039	 many years have passed since the Ma	 many years have passed, since this 
radcliffe_udolpho_45_g	radcliffe_udolpho_20_g	38	0.9210526315789473	25475	35297	s?' said Emily, when she was gone. 'It	s?' said Emily, when she was alone; 't
radcliffe_udolpho_45_g	collins_moonstone_78_d	36	0.9444444444444444	17352	318	 intention of returning to the conve	 intention of returning to the scene
radcliffe_udolpho_45_g	radcliffe_udolpho_19_g	30	0.9333333333333333	313	48986	 door having been fastened, on	 door having been fastened, du
radcliffe_udolpho_45_g	radcliffe_udolpho_19_g	31	0.9354838709677419	4451	48664	 to believe, that she had then 	 to believe, that she had been 
radcliffe_udolpho_45_g	radcliffe_udolpho_19_g	30	0.9	4825	18998	, and, before she could recove	, and, before she could leave 
radcliffe_udolpho_45_g	radcliffe_udolpho_19_g	30	0.9	9021	77914	r, they perceived, that the ma	r, they perceived, that it was
radcliffe_udolpho_45_g	radcliffe_udolpho_42_g	32	1.0	6586	350	 the north side of the chateau, 	 the north side of the chateau, 
radcliffe_udolpho_45_g	radcliffe_udolpho_42_g	33	0.9090909090909091	8216	2721	ed, and, having reached the saloo	ed, and, having reached the top o
radcliffe_udolpho_45_g	radcliffe_udolpho_42_g	34	0.9117647058823529	14536	17179	 of the deceased Marchioness. At a	 of the deceased Marchioness was a
radcliffe_udolpho_45_g	radcliffe_udolpho_42_g	39	0.9230769230769231	24450	2858	so many years have passed since the Mar	so many years have passed since this wa
radcliffe_udolpho_45_g	radcliffe_udolpho_42_g	36	0.9166666666666666	26103	15440	he strange circumstances, that have 	he strange circumstance, that had ju
radcliffe_udolpho_45_g	radcliffe_udolpho_32_g	30	0.9333333333333333	337	4248	ed, on the preceding night, he	ed, on the preceding night, pa
radcliffe_udolpho_45_g	radcliffe_udolpho_32_g	30	0.9	3726	4251	 on the preceding night, for i	 on the preceding night, parti
radcliffe_udolpho_45_g	radcliffe_udolpho_32_g	31	0.9354838709677419	4451	6903	 to believe, that she had then 	 to believe, that she had been 
radcliffe_udolpho_45_g	doyle_baskervilles_5_u	30	0.9	12902	4955	s difficult to discover what c	s difficult to discover who th
radcliffe_udolpho_45_g	radcliffe_udolpho_30_g	30	0.9	6422	3069	 in the lower part of the chat	 in the lower vault of the cha
radcliffe_udolpho_45_g	radcliffe_udolpho_30_g	33	0.9696969696969697	12491	25588	 for a considerable time, and wha	 for a considerable time, and was
radcliffe_udolpho_45_g	radcliffe_udolpho_30_g	30	0.9	15579	10349	 which he appeared to be alrea	 which he appeared to be exami
radcliffe_udolpho_45_g	radcliffe_udolpho_44_g	30	0.9	5910	1281	 to the door of the north cham	 to the door of the north apar
radcliffe_udolpho_45_g	radcliffe_udolpho_44_g	35	0.9428571428571428	8337	6440	 the door of the bed-room, and ente	 the door of the bed-room, and the 
radcliffe_udolpho_45_g	radcliffe_udolpho_44_g	32	0.90625	13742	1435	 inhabitants of the chateau to a	 inhabitants of the chateau. Hav
radcliffe_udolpho_45_g	radcliffe_udolpho_44_g	30	0.9666666666666667	14536	9932	 of the deceased Marchioness. 	 of the deceased Marchioness, 
radcliffe_udolpho_45_g	radcliffe_udolpho_44_g	30	0.9	15533	6865	 Marchioness de Villeroi's dea	 Marchioness de Villeroi died 
radcliffe_udolpho_45_g	radcliffe_udolpho_44_g	30	0.9	15715	13249	 the Count retired to his clos	 the Count retired to his dres
radcliffe_udolpho_45_g	radcliffe_udolpho_44_g	36	0.9166666666666666	15745	691	et, where he remained alone for seve	et, where they remained alone for ne
radcliffe_udolpho_45_g	radcliffe_udolpho_44_g	37	0.918918918918919	27415	26607	 affected by the solemnity of this ex	 affected by the solemnity of the sce
radcliffe_udolpho_45_g	radcliffe_udolpho_44_g	30	0.9	27457	12774	tion, and, remembering her fat	tion, and, remembering the app
radcliffe_udolpho_45_g	christie_secretadversary_12_d	30	0.9	4011	20339	 these reflections passed rapi	 these reflections passed thro
radcliffe_udolpho_45_g	shelley_frankenstein_45_g	30	0.9	1524	3924	t was the subject of her mourn	t was the subject of their con
